"Zona";"Subzona";"Tipo";"Dirección";"Precio (€)";"m² construidos";"m² útiles";"Habitaciones";"Baños";"Planta";"Exterior/Interior";"Ascensor";"Estado";"Año construcción";"Calefacción";"Aire acondicionado";"Garaje";"Trastero";"Terraza";"Piscina";"Jardín";"Certificación energética";"Descripción";"Link";"Coche lunes 8am (min)";"Coche domingo 9am (min)";"Distancia coche (km)";"Bus lunes 8am (min)";"Bus domingo 9am (min)";"A pie (min)"
"Valladolid";"Provincia";"Chalet adosado";"CL La Milagrosa, Viana de Cega";"199900";"110";"";"4";"2";"";"";"";"Segunda mano/buen estado";"2004";"Calefacción individual: Gas natural";"";"";"";"";"";"Sí";"A";"TECNOCASA LAGUNA DE DUERO VENDE: CHALET ADOSADO EN VIANA DE CEGA. La vivienda dispone de 110 metros útiles distribuidos en dos plantas.  La planta baja cuenta con patio delantero y porche de acceso a la vivienda. Vestíbulo, aseo, despacho/dormitorio, despensa, cocina amueblada y equipada con acceso al patio trasero, salón comedor con chimenea de cassette y salida igualmente al patio trasero. Patio trasero para barbacoa y disfrutar del aire libre.   La planta primera consta de un gran distribuido";"https://www.idealista.com/inmueble/110568365/";"26";"23";"21.5";"49";"41";"238"
"Valladolid";"Provincia";"Casa o chalet independiente";"Villanueva de Duero, Área Metropolitana Valladolid, Valladolid";"210000";"179";"145";"4";"2";"";"";"";"Segunda mano/buen estado";"1999";"Calefacción individual: Gas natural";"";"";"Sí";"Sí";"Sí";"Sí";"";"Chalet independiente ubicado en la urbanización Las Tinajas, en Villanueva de Duero a 17 km de Valladolid. La urbanización está rodeada de pinares, por lo que cuenta con excelentes rutas y paisajes, el río Adaja esta a 5 minutos de la urbanización. Tiene piscina comunitaria, pistas de tenis, pádel y parque infantil. La vivienda tiene dos plantas, y dispone de: - 4 habitaciones  - 2 baños completos y un aseo  - cocina  - salón comedor con chimenea - estudio o salón(planta superior) con chimenea -";"https://www.idealista.com/inmueble/110571829/";"28";"25";"26.4";"";"";"280"
"Valladolid";"Provincia";"Chalet adosado";"barrionuevo, 17, Piña de Esgueva";"49000";"225";"188";"4";"1";"";"";"";"Segunda mano/buen estado";"1960";"";"";"";"Sí";"Sí";"";"Sí";"En trámite";"Oportunidad Casa De Piedra en Piña de Esgueva de cuatro dormitorios, uno de ellos en planta baja, muy soleado, gran patio de 350m2, necesita arreglos. FINANCIAMOS LA COMPRA DE ESTA CASA SIN ENTRADA Y AL 100%!";"https://www.idealista.com/inmueble/110584719/";"36";"31";"32.1";"";"";"369"
"Valladolid";"Provincia";"Ático";"Calle de la Cruz, Wamba";"107000";"72";"68";"2";"1";"";"";"No";"Segunda mano/buen estado";"";"Calefacción individual";"";"";"Sí";"Sí";"";"";"En trámite";"OPORTUNIDAD A UN PASO DE VALLADOLID.  Desde Valladolid Inmobiliaria te presentamos esta magnifico ATICO de 2 dormitorios, el principal con armario empotrado, amplio salón comedor, cocina equipada, baño completo y despensa.  Cuenta con dos terrazas y cuarto para lavadora.  INVERSIÓN: POSIBILIDAD DE VENDER CON INQUILINO SOLVENTE. INFORMATE.  Valladolid Inmobiliaria Tu ciudad, tu hogar, tus sueños...";"https://www.idealista.com/inmueble/110588766/";"22";"20";"17.9";"";"";"240"
"Valladolid";"Provincia";"Chalet adosado";"Calle Francisco Zurbarán, 40, Simancas";"240000";"94";"90";"2";"2";"";"";"";"Segunda mano/buen estado";"1994";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"Sí";"Sí";"";"Buscas un chalet en una zona privilegiada como es la Urbanización Entrepinos por un gran precio? Hoy es el día de visitar está magnífica propiedad.     REMAX PISUERGA en Valladolid desde 1998, presenta este acogedor CHALET ADOSADO de DOS DORMITORIOS y DOS BAÑOS situado en la mejor zona de la Urbanización de Entrepinos. Esta urbanización con un desarrollo urbanístico envidiable se encuentra situada en el término municipal de Simancas, en un lugar privilegiado sin problemas de contaminación para p";"https://www.idealista.com/inmueble/110590564/";"19";"15";"13.3";"60";"51";"168"
"Valladolid";"Provincia";"Piso";"Plaza Toros II, Portillo";"108000";"84";"76";"3";"1";"";"";"Sí";"Segunda mano/buen estado";"1972";"Calefacción individual: Gas natural";"";"";"Sí";"Sí";"";"";"";"La Casa Agency presenta un luminoso y amplio piso listo para entrar a vivir en una tranquila localidad histórica a solo 25 minutos de Valladolid y 23 minutos de Cuéllar, con todos los servicios a su alcance: colegio, instituto, supermercados y comercios.  La vivienda, situada en una tercera planta con ascensor, es exterior y muy luminosa, con agradables vistas despejadas. Cuenta con 76 m² útiles distribuidos en un gran salón independiente con salida a balcón, cocina con galería y caldera individ";"https://www.idealista.com/inmueble/110599939/";"35";"27";"27.1";"";"";"338"
"Valladolid";"Provincia";"Piso";"Santovenia de Pisuerga, Área Metropolitana Valladolid, Valladolid";"149000";"67";"58";"2";"2";"";"";"Sí";"Segunda mano/buen estado";"2009";"Calefacción individual";"";"Sí";"";"";"";"";"";"PISO ACOGEDOR EN SANTOVENIA DE PISUERGA, LISTO PARA ENTRAR A VIVIR  Se presenta esta vivienda en Santovenia de Pisuerga, ideal para quienes buscan comodidad, tranquilidad y buena conexión con Valladolid.  El piso se vende por 149.000 y cuenta con 67 m² construidos (57 m² útiles), muy bien distribuidos. Dos dormitorios y dos baños independientes, pensados para mayor comodidad y privacidad, una distribución funcional para el día a día.  El salón y la cocina son diáfanos, creando un espacio amplio,";"https://www.idealista.com/inmueble/110601152/";"20";"16";"9.3";"";"";"82"
"Valladolid";"Provincia";"Chalet adosado";"Calle Silo, Santovenia de Pisuerga";"185000";"114";"98";"3";"1";"";"";"";"Segunda mano/buen estado";"1997";"Calefacción individual: Gas natural";"";"Sí";"Sí";"";"";"Sí";"";"ACTIVA INMOBILIARIA VENDE. Chalet adosado para entrar a vivir con garaje y patio  Se ofrece chalet adosado listo para entrar a vivir, con una superficie aproximada de 114 m², distribuido de forma funcional y cómoda.  La vivienda dispone de tres habitaciones, un baño completo, y una cocina amueblada y equipada con electrodomésticos, ideal para su uso inmediato sin necesidad de reformas.  Cuenta además con patio privado, perfecto para disfrutar del aire libre, trastero que aporta un valioso espaci";"https://www.idealista.com/inmueble/110605036/";"20";"16";"9.3";"";"";"82"
"Valladolid";"Provincia";"Chalet pareado";"Av Valladolid, 29, Aldeamayor de San Martin";"190000";"136";"119";"4";"2";"";"";"";"Segunda mano/buen estado";"1988";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"";"Sí";"C";"Estupendo chalet en Aldeamayor de San Martín. La vivienda de 136m2 se divide en un amplio salón independiente, una cocina con todos los electrodomésticos en funcionamiento (sin frigorífico) y salida al patio, un cuarto de baño completo con bañera y un aseo, cuatro dormitorios muy luminosos (dos de ellos con armarios empotrados), plaza de garaje y jardín en la parte delantera de la casa.  La casa cuenta con suelos de cerámica, ventanas de aluminio con cristal de climalit y calefacción individual ";"https://www.idealista.com/inmueble/110605181/";"31";"23";"21.9";"";"";"250"
"Valladolid";"Provincia";"Ático";"Calle San José, Cabezón de Pisuerga";"134000";"65";"56";"2";"1";"";"";"Sí";"Segunda mano/buen estado";"2007";"Calefacción individual: Gas natural";"Sí";"Sí";"";"Sí";"";"";"En trámite";"Ático todo exterior en venta ubicado en Cabezón de Pisuerga, ideal para quien busca luz y confort. Dos dormitorios, baño y salón-cocina amueblada, garaje y trastero perfecto para vivir. Aire acondicionado en el salón y gran terraza exterior. La vivienda se presenta en un estado actual y funcional, lista para entrar a vivir o adaptar a tu gusto. El salón-cocina amueblada es el corazón del inmueble, con amplitud suficiente para crear diferentes ambientes y recibir a amigos o familiares con comodid";"https://www.idealista.com/inmueble/110611351/";"23";"19";"16.3";"153";"55";"166"
"Valladolid";"Provincia";"Piso";"CL Cervantes, Tudela de Duero";"92000";"99";"90";"4";"1";"";"";"No";"Segunda mano/buen estado";"1974";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"A";"Magna Inmobiliaria VENDE fantástico piso en TUDELA DE DUERO:  Te presentamos esta fantástica oportunidad de adquirir un piso con muchísimas posibilidades en una de las zonas más prácticas y bien situadas de Tudela de Duero. Ubicado en plena Plaza Mayor, a escasos metros de comercios, transporte público, colegios, parques y todos los servicios que puedas necesitar en tu día a día.  La vivienda cuenta con cuatro habitaciones amplias y luminosas, perfectas tanto para una familia como para quien bus";"https://www.idealista.com/inmueble/110612646/";"28";"22";"16.5";"";"";"216"
"Valladolid";"Provincia";"Casa o chalet independiente";"Pago la venta de castilla, Cubillas de Santa Marta";"155000";"193";"";"2";"1";"";"";"";"Segunda mano/buen estado";"1993";"Calefacción individual";"";"Sí";"Sí";"Sí";"Sí";"Sí";"";"ACTIVA INMOBILIARIA, VENDE. FINCA RÚSTICA:  Magnífico chalet independiente enclavado en una amplia parcela de 1.200 m² en Cubillas de Santa Marta, junto al camping, en un entorno privilegiado donde la tranquilidad y la naturaleza son protagonistas.  La vivienda, cómoda y muy acogedora, se distribuye en 2 dormitorios, baño completo, cocina totalmente equipada y un encantador merendero, perfecto para disfrutar de largas sobremesas en cualquier época del año.  El exterior es, sin duda, uno de sus g";"https://www.idealista.com/inmueble/110628113/";"26";"23";"27.2";"";"";"337"
"Valladolid";"Provincia";"Piso";"Calle Reoyo s/n, Portillo";"72000";"90";"81";"3";"1";"";"";"No";"Segunda mano/para reformar";"";"";"";"";"";"";"";"";"En trámite";"Vivienda de 3 dormitorios situada en la segunda planta de un edificio residencial en la Calle Reoyo, una zona tranquila del municipio de Portillo, a solo 23 km de Valladolid. Una oportunidad ideal tanto para primera vivienda como para inversión.   La vivienda cuenta con 80,63 m² útiles y 90 m² construidos (107 m² con comunes), distribuidos en salón, cocina, tres dormitorios y un baño completo. Según la tasación, el inmueble pertenece a una promoción de viviendas de protección oficial, aunque act";"https://www.idealista.com/inmueble/110643956/";"35";"27";"27.1";"";"";"338"
"Valladolid";"Provincia";"Chalet pareado";"Calle Pozo, 3, Mojados";"149000";"202";"";"2";"2";"";"";"";"Segunda mano/buen estado";"1900";"Calefacción individual";"";"Sí";"Sí";"";"";"Sí";"D";"Remax Pisuerga desde 1998 en Valladolid ofrece esta vivienda en venta en el centro de la localidad de Mojados.  LA VIVIENDA  La casa se distribuye en tres plantas. La vivienda fue reformada hace unos años por sus actules propietarios, haciendo de la casa un nuevo hogar totalmente diferente a su origen.  -Planta baja: en ella encontramos un amplio recibidor con acceso a la bodega, actualmente utilizada como trastero, dos habitaciones (una doble y otra sencilla), amplio salón comedor junto a la co";"https://www.idealista.com/inmueble/110645716/";"34";"27";"27.3";"57";"69";"379"
"Valladolid";"Provincia";"Piso";"Calle Laguna, 15, Cistérniga";"162000";"78";"67";"2";"2";"";"";"Sí";"Segunda mano/buen estado";"";"";"";"Sí";"Sí";"";"";"";"A";"Se vende piso de dos dormitorios con armarios empotrados, dos baños, cocina amueblada, garaje y trastero.";"https://www.idealista.com/inmueble/110650504/";"23";"15";"7.0";"37";"38";"84"
"Valladolid";"Provincia";"Chalet pareado";"Calle del Bandoneón, Renedo";"189900";"155";"";"4";"3";"";"";"";"Segunda mano/buen estado";"2005";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"Sí";"Sí";"";"Chalet pareado con 300 m² de parcela en Urbanización Casasola – Renedo de Esgueva, junto a Valladolid Desde JBR INMOBILIARIA le presentamos este magnífico chalet pareado ubicado en la Urbanización Casasola, en Renedo de Esgueva, a escasos minutos de Valladolid. Un entorno residencial tranquilo, rodeado de naturaleza, ideal para quienes buscan espacio, privacidad y calidad de vida sin renunciar a la cercanía de la ciudad. La vivienda se asienta sobre una parcela de 300 m² y se distribuye en dos c";"https://www.idealista.com/inmueble/110653305/";"24";"19";"13.6";"";"";"117"
"Valladolid";"Provincia";"Caserón";"Villanubla, Área Metropolitana Valladolid, Valladolid";"266500";"444";"338";"5";"1";"";"";"";"Segunda mano/para reformar";"1850";"";"";"Sí";"";"";"";"";"";"¡Bienvenido a esta majestuosa mansión en Villanubla, una joya del siglo XIX que espera ser restaurada y convertirse en el hogar de tus sueños!  Esta impresionante mansión de 338 m², con tres plantas y una historia que se remonta a 1850, ofrece el encanto y la elegancia de la arquitectura de la época, esperando ser revivida y restaurada para convertirla en una residencia de lujo a la medida de tus gustos y preferencias.  Características actuales de la propiedad:  - Cinco dormitorios espaciosos qu";"https://www.idealista.com/inmueble/110654103/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Provincia";"Chalet adosado";"Calle Francisco de Quevedo s/n, Boecillo";"245000";"145";"135";"3";"3";"";"";"";"Segunda mano/buen estado";"2007";"Calefacción individual: Gas natural";"";"Sí";"";"";"";"Sí";"D";"VIDEO INFORMATIVO: para verlo busque en youtube GRUPOSUR 16059.  Les presento un bonito chalet adosado en la urbanización Pago El Nogal, situado junto al Parque Tecnológico en Boecillo, a sólo 10 minutos del centro de Valladolid por autovía.  El chalet ha sido construido en el año 2007 y tiene 145 m² construidos con salón, cocina, 3 dormitorios, 3 baños y garaje que forman un total de 135 m² útiles, distribuidos en dos plantas. El porche, de 4,10 m² da acceso al Hall de la planta baja, que distr";"https://www.idealista.com/inmueble/110661933/";"24";"18";"15.2";"43";"54";"196"
"Valladolid";"Provincia";"Piso";"Calle Isaac Peral, Aranzana, Arroyo de la Encomienda";"187000";"104";"80";"2";"2";"";"";"Sí";"Segunda mano/buen estado";"2009";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"Sí";"Sí";"";"Piso luminoso y acogedor en una ubicación privilegiada  Descubre este espectacular piso de 80 m² útiles, situado en la primera planta de un edificio con ascensor. Este hogar destaca por su luminosidad y su diseño exterior, que permite disfrutar de la luz natural durante todo el día. Con un amplio salón que se abre a una encantadora terraza, es el lugar perfecto para relajarse o compartir momentos inolvidables con amigos y familiares. La cocina, amplia y soleada, está completamente amueblada y ta";"https://www.idealista.com/inmueble/110671717/";"17";"13";"7.1";"57";"86";"91"
"Valladolid";"Provincia";"Chalet adosado";"Calle González Silva, 12, Cistérniga";"110000";"166";"150";"3";"1";"";"";"";"Segunda mano/para reformar";"1900";"Calefacción individual: Gas natural";"";"Sí";"";"Sí";"";"Sí";"";". TECNOCASA ZONA LA VICTORIA-PUENTE JARDÍN VENDE VIVIENDA DE 3 DORMITORIOS Y 1 BAÑO EN EL CORAZÓN DE LA CISTÉRNIGA. Vivienda unifamiliar de 1 planta y 166 metros cuadrados construidos. Cuenta con salón independiente, cocina comedor de buen tamaño completamente equipada, amplio recibidor, dormitorios de gran tamaño, cerramiento delantero y trasero.. . Cuenta con almacenaje, cerraduras de seguridad en toda la casa, puertas macizas, fontanería.. . A reformar. oportunidad de promoción inmobiliaria";"https://www.idealista.com/inmueble/110676715/";"23";"15";"7.0";"37";"38";"84"
"Valladolid";"Provincia";"Casa de pueblo";"Sardon de Duero, Tierra de Pinares, Valladolid";"165000";"101";"";"4";"2";"";"";"";"Segunda mano/buen estado";"2007";"Calefacción individual";"";"";"Sí";"Sí";"";"";"En trámite";"Ata Inmobiliaria LES OFRECE CASA DE PUEBLO REFORMADA CON PATIO en la Ribera del Duero - SARDÓN DE DUERO Se vende magnífica casa de pueblo en Sardón de Duero, situada en plena zona de la Ribera del Duero, en una ubicación privilegiada dentro del municipio, muy bien comunicada y en un entorno tranquilo y con encanto. La vivienda fue completamente reformada en 2007 y se distribuye en tres alturas, ofreciendo amplitud, comodidad y múltiples posibilidades. Cuenta con cuatro dormitorios y dos baños co";"https://www.idealista.com/inmueble/110677670/";"33";"26";"28.6";"";"";"388"
"Valladolid";"Provincia";"Casa o chalet independiente";"Las ventas, Cubillas de Santa Marta";"155000";"193";"";"3";"1";"";"";"";"Segunda mano/buen estado";"1993";"Calefacción individual";"";"Sí";"Sí";"Sí";"Sí";"Sí";"En trámite";"Si buscas un chalet independiente con piscina, merendero y amplia parcela para trabajar en remoto para vivir o pasar tus vacaciones, tenemos lo que estás buscando! Nexo Servicios Inmobiliarios, te ofrece la oportunidad de adquirir una parcela Rústica de 1.200 metros en la urbanización Pago las Ventas de Cubillas de Santa Marta, a 20 minutos en coche del centro de Valladolid y cerca del canal de Castilla. Tiene un precioso chalet de dos plantas, en la planta baja encontramos un amplio salón, coci";"https://www.idealista.com/inmueble/110678769/";"26";"23";"27.2";"";"";"337"
"Valladolid";"Provincia";"Chalet adosado";"Boecillo, Área Metropolitana Valladolid, Valladolid";"259000";"210";"189";"4";"2";"";"";"";"Segunda mano/buen estado";"2007";"";"";"Sí";"";"Sí";"";"";"";"Magnífico adosado reformado en Boecillo de 189 m², ideal para familias que buscan espacio, comodidad y exteriores privados.  La vivienda ha sido reformada con mimo, cuidando cada detalle para ofrecer un hogar acogedor y funcional.   Se distribuye en dos plantas perfectamente aprovechadas. En la planta calle encontramos un salón amplio y luminoso, cocina independiente, baño completo, una habitación, y un cuarto multiusos perfecto como despensa, trastero o zona de almacenaje. Desde esta planta se ";"https://www.idealista.com/inmueble/110688270/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Provincia";"Piso";"CL Union, 4, Tudela de Duero";"79000";"68";"62";"2";"1";"";"";"No";"Segunda mano/buen estado";"1984";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"En trámite";"Remax PISUERGA vendiendo y alquilando inmuebles desde 1998. Pz. Poniente 6 Valladolid.  Si buscas una vivienda cómoda, reformada y lista para entrar a vivir en Tudela de Duero, esta puede ser tu oportunidad.  Situado en una zona tranquila al otro lado del puente, este acogedor bajo cuenta con tan solo seis escalones de acceso, lo que lo hace práctico y cómodo en el día a día. Dispone de dos dormitorios, baño reformado con plato de ducha y mampara, y cocina amueblada equipada con placa vitrocerám";"https://www.idealista.com/inmueble/110694842/";"28";"22";"16.5";"";"";"216"
"Valladolid";"Provincia";"Casa o chalet independiente";"Calle Indico, Tudela de Duero";"298776";"209";"178";"2";"3";"";"";"";"Segunda mano/buen estado";"2023";"Calefacción central";"";"Sí";"";"Sí";"";"Sí";"";"LINEAS ACTUALES, JARDIN Y EFICIENCIA A  A pocos kilómetros de Valladolid, en Tudela de Duero, se presenta este chalet seminuevo con una propuesta muy difícil de igualar: una vivienda moderna, impecable y lista para disfrutar.   Su distribución ha sido diseñada para ofrecer confort y privacidad, con dos dormitorios en suite, cada uno con su propio baño y armarios empotrados. La suite principal se distingue por su amplitud y por una característica poco habitual: dos armarios, un detalle que eleva ";"https://www.idealista.com/inmueble/110702171/";"28";"22";"16.5";"";"";"216"
"Valladolid";"Provincia";"Piso";"Calle Cárcaba, Arroyo, Arroyo de la Encomienda";"160000";"78";"65";"2";"2";"";"";"Sí";"Segunda mano/buen estado";"2006";"Calefacción individual: Gas natural";"";"Sí";"";"Sí";"";"";"A";"Vivienda luminosa con terraza, garaje y trastero en Arroyo de la Encomienda (Valladolid) Se ofrece atractivo piso situado en la calle Cárcaba, en Arroyo de la Encomienda, una zona residencial tranquila y muy demandada, ideal para quienes buscan calidad de vida a pocos minutos de Valladolid. La vivienda destaca por su excelente orientación Este-Oeste, que proporciona abundante luz natural durante todo el día. Sus amplios ventanales hasta el suelo potencian aún más la luminosidad, creando espacios";"https://www.idealista.com/inmueble/110702460/";"17";"13";"7.1";"57";"86";"91"
"Valladolid";"Provincia";"Casa o chalet independiente";"Calle Gardenia, 27, Villabañez";"245000";"166";"";"4";"1";"";"";"";"Segunda mano/buen estado";"";"";"";"";"Sí";"";"";"Sí";"En trámite";"Fantástica casa tipo chalet de 166m2 construidos (posibilidad de construir una altura), ubicada en una parcela llana de 2100m2. Dispone de agua propia, contador de luz, arboles frutales, dependencias para animales, etc. La vivienda consta de pórtico, recibidor, salón/comedor con chimenea, amplia cocina amuebla con acceso directo a la parcela, amplio baño, 4 habitaciones dobles con armarios, etc. Precio venta: 245.000€ Contacto particular: (José) Se escuchan ofertas.";"https://www.idealista.com/inmueble/110705560/";"31";"24";"22.7";"";"";"249"
"Valladolid";"Provincia";"Casa o chalet independiente";"Calle Real, 170, Valdestillas";"262000";"184";"179";"4";"2";"";"";"";"Segunda mano/buen estado";"1997";"Calefacción individual";"Sí";"Sí";"Sí";"Sí";"";"Sí";"";"Vivienda unifamiliar de dos plantas situada en el municipio de Valdestillas, en la provincia de Valladolid. Tiene una superficie aproximada de 184 m², zona exterior de 180m2 de jardin y bodega-merendero de 90m2. La vivienda se compone de dos plantas que constan de entrada, vestíbulo, salón-comedor, sala, cocina, despensa, 4 dormitorios, dos baños, porche, terraza y cuarto de caldera. Se localiza en la calle principal del municipio. Dispone de equipamiento suficiente en el entorno como asistencia";"https://www.idealista.com/inmueble/110710028/";"29";"26";"27.0";"63";"54";"295"
"Valladolid";"Provincia";"Casa o chalet independiente";"Carretera Subida a Portillo, 13, Portillo";"149000";"130";"";"3";"2";"";"";"";"Segunda mano/buen estado";"2014";"Calefacción individual: Gas natural";"";"";"Sí";"Sí";"";"Sí";"";"Vivienda reformada en 2025 con patio y amplia buhardilla en Portillo. Se vende preciosa vivienda de 89 m² habitables completamente reformada hace tan solo un año, lista para entrar a vivir. Se ubica exactamente en la Calle Moro, Cercana al Castillo de Portillo, pueblo vallisoletano con gran enclave histórico, que aúna encanto y tradición.  La vivienda se distribuye de la siguiente forma:  Acogedor y luminoso salón-comedor de 5,50m x 4,40m, un espacio amplio y confortable que cuenta con chimenea,";"https://www.idealista.com/inmueble/110710119/";"35";"27";"27.1";"";"";"338"
"Valladolid";"Provincia";"Ático";"Travesía San Isidro, 1, Tudela de Duero";"129900";"89";"83";"2";"1";"";"";"Sí";"Segunda mano/buen estado";"1971";"Calefacción individual";"";"Sí";"";"";"";"";"";"Vivienda con gran potencial a 20 minutos de Valladolid, en Tudela de Duero. Presentamos este luminoso piso de 89 m2 construidos, una propiedad que combina una ubicación estratégica con una distribución funcional y un excelente potencial de revalorización.  Distribución y Características Principales: - Salón-Comedor: Espacio independiente de generosas dimensiones, caracterizado por su gran entrada de luz natural. - Zona de Descanso: Consta de 2 dormitorios equipados con armarios empotrados, optim";"https://www.idealista.com/inmueble/110717068/";"28";"22";"16.5";"";"";"216"
"Valladolid";"Provincia";"Piso";"Calle Dominicos, Tordesillas";"139000";"105";"90";"3";"1";"";"";"No";"Segunda mano/buen estado";"1979";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"";"Piso muy amplio y totalmente reformado en Tordesillas -Listo para entrar a vivir Se vende estupendo piso muy amplio en Tordesillas, ideal para familias o como inversión. La vivienda cuenta con 95 m² perfectamente distribuidos, ofreciendo estancias grandes, cómodas y muy luminosas. Dispone de 3 habitaciones muy grandes, con espacio más que suficiente para camas dobles, armarios amplios y zona de estudio. El salón es especialmente espacioso, con dos ambientes diferenciados, perfecto para crear zon";"https://www.idealista.com/inmueble/110717444/";"28";"25";"30.6";"73";"154";"422"
"Valladolid";"Provincia";"Piso";"Calle Federación de Futbol s/n, La Vega, Arroyo de la Encomienda";"245500";"117";"";"3";"2";"";"";"Sí";"Promoción de obra nueva";"";"";"";"";"Sí";"Sí";"Sí";"";"A";"EN CONSTRUCCIÓN. ENTREGA EN 2026.   Gran oportunidad de inversión, alta rentabilidad. Infórmate en web Habitat.   Viviendas de obra nueva de 2 y 3 dormitorios con terraza a 10 minutos del centro de Valladolid.   En la mejor zona de Arroyo de la Encomienda, un entorno residencial en expansión rodeado de servicios y con las mejores comunicaciones por transporte público y privado.   Vive en residencial con zonas comunes ajardinadas, piscina infantil y de adultos, área de juegos infantiles y sala co";"https://www.idealista.com/inmueble/110718961/";"17";"13";"7.1";"57";"86";"91"
"Valladolid";"Provincia";"Casa o chalet independiente";"Calle Río Tormes, Aldeamayor de San Martin";"275000";"184";"";"4";"2";"";"";"";"Segunda mano/buen estado";"2006";"Calefacción individual: Gas natural";"";"Sí";"";"Sí";"Sí";"Sí";"En trámite";"OPORTUNIDAD. Chalet seminuevo de esquina, completamente independiente, todo en planta baja, cuenta con 4 dormitorios, el principal tipo suite con vestidor, 2 baños, amplio salón y una estupenda cocina amueblada con isla central con mucho espacio, salida directa al porche muy agradable. Cuenta con PISCINA, parcela ajardinada con riego automático, barbacoa. La calefacción es individual de gas con SUELO RADIANTE. Muy buenas calidades en toda la vivienda. Garaje con entrada directa a la vivienda. LL";"https://www.idealista.com/inmueble/110726024/";"31";"23";"21.9";"";"";"250"
"Valladolid";"Provincia";"Chalet pareado";"Calle Butacas, Cabezón de Pisuerga";"179500";"132";"130";"3";"2";"";"";"";"Segunda mano/buen estado";"2015";"Calefacción individual: Gas natural";"Sí";"";"";"";"";"Sí";"C";"Estupendo chalet en Cabezón de Pisuerga, en muy buen estado. La vivienda de 132m2 se divide en un amplio salón independiente, una cocina completamente equipada con todos los electrodomésticos en funcionamiento y salida a un patio de unos 20m2, dos cuartos de baño completos (uno de ellos con ducha y bañera), tres dormitorios muy luminosos con armarios empotrados y una despensa bajo la escalera en la planta baja.  La vivienda cuenta con suelos de tarima flotante, ventanas de PVC con cristal de cli";"https://www.idealista.com/inmueble/110732098/";"23";"19";"16.3";"153";"55";"166"
"Valladolid";"Provincia";"Piso";"Calle Félix de Azara, 19, Aranzana, Arroyo de la Encomienda";"240000";"128";"";"3";"2";"";"";"Sí";"Promoción de obra nueva";"";"";"";"Sí";"Sí";"Sí";"Sí";"";"En trámite";"NUEVA PROMOCIÓN DE OBRA NUEVA | landCo Arroyo 2 | Arroyo de la Encomienda, Valladolid   Descubre landCo Arroyo 2, una promoción inmobiliaria de obra nueva en Arroyo de la Encomienda concebida como el espacio perfecto para llenarlo de vida. Tu vida.   El proyecto cuenta con 62 viviendas de 2 y 3 dormitorios que combinan modernidad, diseño y confort. Todas disponen de terrazas luminosas, pensadas para disfrutar del aire libre, ampliar tu espacio y dejar que la luz forme parte de tu día a día.   Ca";"https://www.idealista.com/inmueble/110738831/";"17";"13";"7.1";"57";"86";"91"
"Valladolid";"Provincia";"Piso";"Calle Sol, Laguna de Duero";"167900";"67";"60";"2";"1";"";"";"Sí";"Segunda mano/buen estado";"2000";"Calefacción individual: Gas natural";"";"";"Sí";"Sí";"";"";"En trámite";"IMAC INMOBILIARIA Vende este encantador piso de 2 dormitorios, ubicado en el vibrante centro urbano de Laguna de Duero. Con una superficie construida de 67 m², este espacio ha sido diseñado para ofrecer comodidad y funcionalidad. Los amplios armarios empotrados en los dormitorios brindan un excelente almacenamiento, mientras que el baño completo, equipado con bañera y mampara, garantiza momentos de relax.  La cocina independiente está completamente amueblada y equipada con electrodomésticos. Ade";"https://www.idealista.com/inmueble/110742603/";"22";"16";"9.5";"69";"";"122"
"Valladolid";"Provincia";"Piso";"Calle De Alemania, 7, Tordesillas";"173000";"120";"";"3";"2";"";"";"Sí";"Segunda mano/buen estado";"";"Calefacción individual: Gas natural";"";"Sí";"Sí";"";"";"";"En trámite";"Se vende amplio piso con ascensor de tres habitaciones en Tordesillas.  Piso en primera planta de 120m2 construidos y 105 m2 útiles + Plaza de garaje de muy fácil acceso + Trastero de 3x2 metros. Acceso a vivienda sin un solo escalón (accediendo por ascensor). Aislada térmicamente en 2019 mediante insuflado de aislante en paredes y suelo. Calefacción con caldera de gas y emisión por radiadores. Ventanas oscilobatientes orientadas hacia el Este y Oeste con lo que se puede hacer ventilación cruzad";"https://www.idealista.com/inmueble/110742876/";"28";"25";"30.6";"73";"154";"422"
